id,lang,text,label
1027,en,the situation in west bengal is horrific all these barbaric acts are being ignored just because they belong to a certain political party it is even more horrifying hope we all restore humanity as soon as possible instead of fake propaganda bengal is burning shame on mamata,NOT
1028,en,set up proper quarantine facilities away from the city and bring all australians home to isolate for 21 days to be safe staff need to be isolated when they return from shifts we cannot use inadequate facilities in high density areas this is pure madness india covid crisis,NOT
1029,en,wicked,HOF
1030,en,pm has failed in covid fight and should resign pm modi disclaims i do not support congress,HOF
1031,en,you know that shit guy that is bothering you fuck him,HOF
1032,en,disgusting behavior of chinese officials thousands are dying in india this is not an opportunity for propaganda boycottchina india covid crisis boycotthuawei boycottlenovo,HOF
1033,en,the common bear bug is coming how hard is it for posters to add the name of their covid vaccine whenever they are describing its horrible side effects,NOT
1034,en,bloody chinese are creating chinese virus in india,HOF
1035,en,prostitute,HOF
1036,en,cishets in my country are so vile that they criticize community for liking same sex but look what they do pre marital sex watch porn everyday and masturbate so who is the sinner now bastard,HOF
1037,en,jealousy looks like a bitch,NOT
1038,en,fuck you i hope you stub your toe,HOF
1039,en,i want my father to get vaccinated because i want him to be safe but i am scared for him to go to the vaccination center because i want him to be safe covid 19 vaccine cowin covid vaccine vaccination,NOT
1040,en,muslim jihadis under mamata are brutally killing and raping hindu women in bengal bastard mallu media and cultural dogs are silent on this inhuman act jungle rajin bengal mamata terrorism jihadi terrorism murder politics mass exodus of hindus arson in bengal deploy army,HOF
1041,en,do you know how it feels when rape is politicised stop your it cell modi ji resign let educated people save lives in covid india,HOF
1042,en,very frankly this worries me and very frankly the second dose will not come in time covid vaccine covax kenya uganda,NOT
1043,en,morrison calls vaccine passports the next step for australia no absolutely not i cannot stress enough what a terrible idea this is do not go down this dangerous path people will not be receptive to the auspol covid 19 covid vaccine,NOT
1044,en,watching sanju verma is a harsh reminder of the uncivil noise and nonsense that is the ruling model throwing dust and blaming after killing lakhs will not absolve you pm modi resign shah resign,HOF
1045,en,my tongue is going numb as i write this post and i am reminded of a death sentence and i find this line about cutting out the tongues of prophetic poets is actually the same nonsense over and over again,NOT
1046,en,ok now go and show the destroyed buildings in gaza pussy,HOF
1047,en,you all are fools so do not come to teach us our culture pm modi resign boycott bjp pm modi resign modi resign pmmodi,HOF
1048,en,a picture says it all also remember that freedom of expression is a fundamental right of every citizen you are a coward go away modi bjp has ruined india modi resign modi resign modi has failed indias peoples talk remove modi save the country modis vaccine slogan,HOF
1049,en,this is a bloody pig,HOF
1050,en,this is very scary wuhan virus is spreading rapidly our state needs lockdown soon chinese virus,NOT
1051,en,no interest in replying looks like you guys are more busy fixing street lights and potholes than getting the covid vaccine,HOF
